Matricula;Secretaria;Codigo Lotação;Nome Lotação;Código Cargo;Verbas Fixas;Cargo Comissão / Função Gratificada;Produtividade;Hora Extra;Sucumbência;Eventual;Adic.Crg./ Local/Jorn.;Salário Atraso;Prêmio Férias;Licença Prêmio;13º Salário;Total Bruto;Deduções;Bruto c/ Deduções
544280;Educação;E0188;CEI PARQUE JAMBEIRO                     ;97011 - PROFESSOR PEB I;R$ 8.753,32;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.753,32;R$ 0,00;R$ 8.753,32
544353;Educação;E0218;EMEF PROF. VICENTE RAO                  ;97050 - PROFESSOR PEB III;R$ 9.918,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.918,73;R$ 0,00;R$ 9.918,73
544434;Educação;E0219;EMEF PROF. CIRO EXEL MAGRO              ;97049 - PROFESSOR PEB III;R$ 11.083,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.083,54;R$ 0,00;R$ 11.083,54
544442;Educação;E0142;EMEF/EJA EDSON LUIS LIMA SOUTO          ;97049 - PROFESSOR PEB III;R$ 9.618,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 477,92;R$ 0,00;R$ 0,00;R$ 10.096,10;R$ 961,82;R$ 9.134,28
544493;Educação;E0143;EMEF/EJA DR. JOAO ALVES DOS SANTOS      ;97049 - PROFESSOR PEB III;R$ 9.351,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.351,61;R$ 0,00;R$ 9.351,61
544507;Educação;E0352;EMEF/EJA CORREA DE MELLO                ;97050 - PROFESSOR PEB III;R$ 9.941,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 983,98;R$ 0,00;R$ 0,00;R$ 10.925,27;R$ 1.325,51;R$ 9.599,76
544523;Educação;E0215;EMEF/EJA VIOLETA DORIA LINS             ;97042 - PROFESSOR PEB III;R$ 10.642,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 124,91;R$ 0,00;R$ 0,00;R$ 10.767,32;R$ 0,00;R$ 10.767,32
544566;Educação;E0295;CEMEFEJA PROF. SERGIO ROSSINI           ;97042 - PROFESSOR PEB III;R$ 8.677,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 333,95;R$ 0,00;R$ 0,00;R$ 9.011,03;R$ 0,00;R$ 9.011,03
544663;Educação;E0215;EMEF/EJA VIOLETA DORIA LINS             ;97046 - PROFESSOR PEB III;R$ 7.273,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 318,25;R$ 0,00;R$ 0,00;R$ 7.591,52;R$ 0,00;R$ 7.591,52
544671;Educação;E0140;EMEF/EJA PE. DOMINGOS ZATTI             ;97046 - PROFESSOR PEB III;R$ 9.822,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 111,43;R$ 0,00;R$ 0,00;R$ 9.933,86;R$ 0,00;R$ 9.933,86
544698;Educação;E0218;EMEF PROF. VICENTE RAO                  ;97046 - PROFESSOR PEB III;R$ 7.229,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.229,61;R$ 0,00;R$ 7.229,61
544728;Educação;E0230;EMEF/EJA PROFA. GENI RODRIGUES          ;97043 - PROFESSOR PEB III;R$ 8.630,67;R$ 0,00;R$ 0,00;R$ 392,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.022,92;R$ 451,15;R$ 8.571,77
544760;Educação;E0116;CEI JOAO BATISTA FILHO                  ;97011 - PROFESSOR PEB I;R$ 8.419,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.344,72;R$ 0,00;R$ 0,00;R$ 9.764,18;R$ 0,00;R$ 9.764,18
544795;Educação;E0129;CEI BOLINHA DE MEL                      ;97011 - PROFESSOR PEB I;R$ 8.361,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.361,21;R$ 0,00;R$ 8.361,21
544850;Educação;E0302;CEI HAYDEE MARIA PUPO NOVAES            ;97011 - PROFESSOR PEB I;R$ 7.125,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.125,10;R$ 0,00;R$ 7.125,10
544868;Educação;E0264;CEI PROFA. ZULEIKA KELLMEISTER NOVAES   ;97011 - PROFESSOR PEB I;R$ 7.242,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.242,49;R$ 0,00;R$ 7.242,49
544876;Educação;E0182;CEI PROF. CARLOS ZINK                   ;97011 - PROFESSOR PEB I;R$ 8.573,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.573,98;R$ 0,00;R$ 8.573,98
544884;Educação;E0313;CEI PROFA. THERMUTIS ARAUJO MACHADO     ;97011 - PROFESSOR PEB I;R$ 7.587,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28,72;R$ 0,00;R$ 248,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.864,49;R$ 0,00;R$ 7.864,49
544930;Educação;E0130;CEI DR. MARIO GATTI                     ;97011 - PROFESSOR PEB I;R$ 8.530,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.530,79;R$ 0,00;R$ 8.530,79
544949;Educação;E0025;COORD. SET. DE GESTAO DE PESSOAS        ;97011 - PROFESSOR PEB I;R$ 8.394,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.798,04;R$ 0,00;R$ 4.197,06;R$ 15.389,21;R$ 0,00;R$ 15.389,21
544957;Educação;E0308;CEI MARILENE CABRAL                     ;97011 - PROFESSOR PEB I;R$ 7.146,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.146,59;R$ 0,00;R$ 7.146,59
544973;Educação;E0125;CEI REGENTE FEIJO                       ;97011 - PROFESSOR PEB I;R$ 8.373,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 474,06;R$ 0,00;R$ 0,00;R$ 8.847,46;R$ 0,00;R$ 8.847,46
544981;Educação;E0414;EMEF/EJA PROFA. SYLVIA SIMOES MAGRO     ;97021 - PROFESSOR PEB II;R$ 8.150,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 718,72;R$ 0,00;R$ 0,00;R$ 8.869,32;R$ 0,00;R$ 8.869,32
544990;Educação;E0200;CEI COMECINHO DE VIDA                   ;97011 - PROFESSOR PEB I;R$ 8.585,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 291,34;R$ 0,00;R$ 0,00;R$ 8.876,99;R$ 0,00;R$ 8.876,99
545007;Educação;E0317;CEI MARGARIDA MARIA ALVES               ;97011 - PROFESSOR PEB I;R$ 8.703,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28,72;R$ 0,00;R$ 284,83;R$ 305,74;R$ 0,00;R$ 0,00;R$ 9.323,12;R$ 0,00;R$ 9.323,12
545023;Educação;E0265;CEI PRES. ARTHUR BERNARDES              ;97011 - PROFESSOR PEB I;R$ 5.449,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.449,94;R$ 0,00;R$ 5.449,94
545066;Educação;E0222;EMEF/EJA PRES. FLORIANO PEIXOTO         ;97021 - PROFESSOR PEB II;R$ 6.233,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.233,87;R$ 0,00;R$ 6.233,87
545074;Educação;E0262;CEI PROF. JOSE VILLAGELIN NETO          ;97011 - PROFESSOR PEB I;R$ 6.785,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.785,23;R$ 0,00;R$ 6.785,23
545120;Educação;E0260;CEI DR. PERSEU LEITE DE BARROS          ;97011 - PROFESSOR PEB I;R$ 7.125,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64,46;R$ 0,00;R$ 0,00;R$ 7.189,56;R$ 0,00;R$ 7.189,56
545147;Educação;E0414;EMEF/EJA PROFA. SYLVIA SIMOES MAGRO     ;97021 - PROFESSOR PEB II;R$ 9.476,75;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 54,22;R$ 0,00;R$ 0,00;R$ 9.530,97;R$ 0,00;R$ 9.530,97
545155;Educação;E0353;EMEF PROFA. ELZA MARIA PELLEGRINI AGUIAR;97021 - PROFESSOR PEB II;R$ 7.000,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28,72;R$ 0,00;R$ 431,31;R$ 239,60;R$ 0,00;R$ 0,00;R$ 7.700,44;R$ 0,00;R$ 7.700,44
545163;Educação;E0411;EMEF DR. EDSON LUIS CHAVES              ;97021 - PROFESSOR PEB II;R$ 7.657,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 286,20;R$ 0,00;R$ 0,00;R$ 7.944,07;R$ 0,00;R$ 7.944,07
545171;Educação;E0260;CEI DR. PERSEU LEITE DE BARROS          ;97011 - PROFESSOR PEB I;R$ 8.716,79;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.248,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14.965,49;R$ 0,00;R$ 14.965,49
545180;Educação;E0287;EMEF/EJA ANGELA CURY ZAKIA              ;97021 - PROFESSOR PEB II;R$ 8.638,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.638,00;R$ 0,00;R$ 8.638,00
545244;Educação;E0392;CEI CHAPEUZINHO VERMELHO                ;97011 - PROFESSOR PEB I;R$ 7.388,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.388,15;R$ 0,00;R$ 7.388,15
545287;Educação;E0325;CEI JARDIM AMAPAT                       ;97011 - PROFESSOR PEB I;R$ 7.908,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 393,62;R$ 0,00;R$ 0,00;R$ 8.302,03;R$ 0,00;R$ 8.302,03
545309;Educação;E0265;CEI PRES. ARTHUR BERNARDES              ;97011 - PROFESSOR PEB I;R$ 7.848,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 157,57;R$ 175,54;R$ 0,00;R$ 0,00;R$ 8.181,77;R$ 0,00;R$ 8.181,77
545333;Educação;E0131;CEI AGOSTINHO PATTARO                   ;97011 - PROFESSOR PEB I;R$ 8.333,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.333,13;R$ 0,00;R$ 8.333,13
545341;Educação;E0230;EMEF/EJA PROFA. GENI RODRIGUES          ;97021 - PROFESSOR PEB II;R$ 7.793,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.793,04;R$ 0,00;R$ 7.793,04
545350;Educação;E0247;CEI ISAURA ROQUE QUERCIA                ;97011 - PROFESSOR PEB I;R$ 7.242,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.242,49;R$ 0,00;R$ 7.242,49
545368;Educação;E0337;CEI CRIANCA ESPERANCA                   ;97011 - PROFESSOR PEB I;R$ 8.131,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 802,54;R$ 0,00;R$ 0,00;R$ 8.934,50;R$ 0,00;R$ 8.934,50
545384;Educação;E0411;EMEF DR. EDSON LUIS CHAVES              ;97021 - PROFESSOR PEB II;R$ 6.846,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 778,68;R$ 0,00;R$ 0,00;R$ 7.625,38;R$ 0,00;R$ 7.625,38
545414;Educação;E0115;CEI IRMA JOANA KALLAJIAN                ;97011 - PROFESSOR PEB I;R$ 5.601,33;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 134,41;R$ 387,56;R$ 0,00;R$ 0,00;R$ 6.123,30;R$ 0,00;R$ 6.123,30
545422;Educação;E0116;CEI JOAO BATISTA FILHO                  ;97011 - PROFESSOR PEB I;R$ 8.771,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750,43;R$ 0,00;R$ 0,00;R$ 9.522,36;R$ 0,00;R$ 9.522,36
545546;Educação;E0302;CEI HAYDEE MARIA PUPO NOVAES            ;97044 - PROFESSOR PEB III;R$ 7.453,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.453,61;R$ 0,00;R$ 7.453,61
545678;Educação;E0246;CEI PROFA. GESSY GABRIEL M DE CAMARGO   ;97011 - PROFESSOR PEB I;R$ 7.453,61;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.453,61;R$ 0,00;R$ 7.453,61
545759;Educação;E0170;CEI ZOE VALENTE BELLOCHIO               ;97011 - PROFESSOR PEB I;R$ 6.233,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.233,87;R$ 0,00;R$ 6.233,87
545988;Educação;E0286;EMEF DR. LOURENCO BELLOCCHIO            ;97046 - PROFESSOR PEB III;R$ 6.793,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 64,22;R$ 0,00;R$ 0,00;R$ 6.857,78;R$ 0,00;R$ 6.857,78
546208;Educação;E0390;CEI PROFA. HERMINIA RICCI               ;97011 - PROFESSOR PEB I;R$ 4.934,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.934,43;R$ 0,00;R$ 4.934,43
621889;Educação;E0129;CEI BOLINHA DE MEL                      ;97011 - PROFESSOR PEB I;R$ 8.692,81;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 182,92;R$ 631,61;R$ 0,00;R$ 0,00;R$ 9.507,34;R$ 0,00;R$ 9.507,34
621978;Educação;E0285;EMEF/EJA RAUL PILA                      ;97021 - PROFESSOR PEB II;R$ 9.624,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.624,77;R$ 0,00;R$ 9.624,77
622192;Educação;E0228;EMEF MARIA LUIZA POMPEO DE CAMARGO      ;97044 - PROFESSOR PEB III;R$ 5.682,65;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 667,49;R$ 0,00;R$ 0,00;R$ 6.350,14;R$ 0,00;R$ 6.350,14
622249;Educação;E0132;CEI BENJAMIN CONSTANT                   ;97011 - PROFESSOR PEB I;R$ 8.976,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 677,10;R$ 0,00;R$ 0,00;R$ 9.653,84;R$ 0,00;R$ 9.653,84
622257;Educação;E0162;CEI DR. EDUARDO PERIRA DE ALMEIDA       ;97061 - ORIENTADOR PEDAGOGICO;R$ 10.884,29;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 311,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.196,01;R$ 0,00;R$ 11.196,01
622273;Educação;E0106;CEI CHRISTIANO OSORIO DE OLIVEIRA       ;97011 - PROFESSOR PEB I;R$ 7.928,86;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.928,86;R$ 0,00;R$ 7.928,86
622338;Educação;E0260;CEI DR. PERSEU LEITE DE BARROS          ;97011 - PROFESSOR PEB I;R$ 7.327,82;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.327,82;R$ 0,00;R$ 7.327,82
622443;Educação;E0185;CEI PRES. CAMPOS SALLES                 ;97061 - ORIENTADOR PEDAGOGICO;R$ 15.769,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.769,02;R$ 0,00;R$ 15.769,02
622486;Educação;E0234;EMEF/EJA ORLANDO CARPINO                ;97054 - PROFESSOR PEB IV ED.ESPECIAL;R$ 10.211,30;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 517,26;R$ 0,00;R$ 0,00;R$ 10.728,56;R$ 0,00;R$ 10.728,56
622524;Educação;E0272;CEI RECANTO DA ALEGRIA                  ;97011 - PROFESSOR PEB I;R$ 8.440,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.440,17;R$ 0,00;R$ 8.440,17
622559;Educação;E0131;CEI AGOSTINHO PATTARO                   ;97011 - PROFESSOR PEB I;R$ 10.074,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 328,32;R$ 240,08;R$ 0,00;R$ 0,00;R$ 10.642,59;R$ 0,00;R$ 10.642,59
622656;Educação;E0131;CEI AGOSTINHO PATTARO                   ;97011 - PROFESSOR PEB I;R$ 8.176,17;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 267,75;R$ 131,33;R$ 0,00;R$ 0,00;R$ 8.575,25;R$ 0,00;R$ 8.575,25
622761;Educação;E0216;EMEF/EJA PRES. HUMBERTO ALENCAR C BRANCO;97021 - PROFESSOR PEB II;R$ 9.019,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 75,60;R$ 0,00;R$ 0,00;R$ 9.095,44;R$ 0,00;R$ 9.095,44
622770;Educação;E0130;CEI DR. MARIO GATTI                     ;97011 - PROFESSOR PEB I;R$ 7.083,67;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.083,67;R$ 0,00;R$ 7.083,67
622818;Educação;E0167;CEI MARIA BEATRIZ CARVALHO MOREIRA      ;97011 - PROFESSOR PEB I;R$ 9.251,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.251,53;R$ 0,00;R$ 9.251,53
622915;Educação;E0260;CEI DR. PERSEU LEITE DE BARROS          ;97054 - PROFESSOR PEB IV ED.ESPECIAL;R$ 10.254,23;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.254,23;R$ 0,00;R$ 10.254,23
622966;Educação;E0130;CEI DR. MARIO GATTI                     ;97011 - PROFESSOR PEB I;R$ 9.152,72;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 757,51;R$ 0,00;R$ 0,00;R$ 9.910,23;R$ 0,00;R$ 9.910,23
623008;Educação;E0181;CEI PREF. JOSE PIRES NETO               ;97011 - PROFESSOR PEB I;R$ 7.817,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.817,19;R$ 0,00;R$ 7.817,19
623016;Educação;E0320;CEI GUILHERME DE ALMEIDA                ;97011 - PROFESSOR PEB I;R$ 8.936,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 240,20;R$ 0,00;R$ 0,00;R$ 9.176,60;R$ 0,00;R$ 9.176,60
623083;Educação;E0251;CEI DONA JULIA SANTOS DIAS              ;97011 - PROFESSOR PEB I;R$ 10.316,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 153,12;R$ 0,00;R$ 0,00;R$ 10.469,99;R$ 0,00;R$ 10.469,99
623121;Educação;E0188;CEI PARQUE JAMBEIRO                     ;97011 - PROFESSOR PEB I;R$ 8.155,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.155,19;R$ 0,00;R$ 8.155,19
623164;Educação;E0356;EMEF PE. MELICO CANDIDO BARBOSA         ;97021 - PROFESSOR PEB II;R$ 7.185,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 108,49;R$ 0,00;R$ 0,00;R$ 7.294,19;R$ 0,00;R$ 7.294,19
623180;Educação;E0231;EMEF/EJA PROF. FRANCISCO P SOBRINHO     ;97021 - PROFESSOR PEB II;R$ 7.773,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.773,52;R$ 0,00;R$ 7.773,52
623300;Educação;E0264;CEI PROFA. ZULEIKA KELLMEISTER NOVAES   ;97011 - PROFESSOR PEB I;R$ 8.727,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.727,26;R$ 0,00;R$ 8.727,26
623318;Educação;E0185;CEI PRES. CAMPOS SALLES                 ;97011 - PROFESSOR PEB I;R$ 8.207,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 240,41;R$ 0,00;R$ 0,00;R$ 8.448,34;R$ 0,00;R$ 8.448,34
623326;Educação;E0124;CEI PROF. JORGE LEME                    ;97011 - PROFESSOR PEB I;R$ 8.637,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.637,27;R$ 0,00;R$ 8.637,27
623342;Educação;E0359;EMEF/EJA PROF. ZEFERINO VAZ             ;97021 - PROFESSOR PEB II;R$ 11.960,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 608,50;R$ 0,00;R$ 0,00;R$ 12.569,33;R$ 0,00;R$ 12.569,33
623415;Educação;E0126;CEI CONEGO MANOEL GARCIA                ;97011 - PROFESSOR PEB I;R$ 8.257,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 159,79;R$ 0,00;R$ 0,00;R$ 8.417,29;R$ 0,00;R$ 8.417,29
623431;Educação;E0320;CEI GUILHERME DE ALMEIDA                ;97011 - PROFESSOR PEB I;R$ 7.941,47;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 151,77;R$ 0,00;R$ 0,00;R$ 8.093,24;R$ 0,00;R$ 8.093,24
623490;Educação;E0356;EMEF PE. MELICO CANDIDO BARBOSA         ;97021 - PROFESSOR PEB II;R$ 7.075,74;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.075,74;R$ 0,00;R$ 7.075,74
623563;Educação;E0391;CEI RECANTO DAS CRIANCAS                ;97011 - PROFESSOR PEB I;R$ 7.732,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.983,91;R$ 0,00;R$ 0,00;R$ 9.716,87;R$ 0,00;R$ 9.716,87
624160;Educação;E0181;CEI PREF. JOSE PIRES NETO               ;97011 - PROFESSOR PEB I;R$ 9.007,87;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.007,87;R$ 0,00;R$ 9.007,87
