Matricula;Secretaria;Codigo Lotação;Nome Lotação;Código Cargo;Verbas Fixas;Cargo Comissão / Função Gratificada;Produtividade;Hora Extra;Sucumbência;Eventual;Adic.Crg./ Local/Jorn.;Salário Atraso;Prêmio Férias;Licença Prêmio;13º Salário;Total Bruto;Deduções;Bruto c/ Deduções
294470;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.810,87;R$ 0,00;R$ 0,00;R$ 407,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.218,80;R$ 0,00;R$ 6.218,80
294519;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.986,14;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.986,14;R$ 0,00;R$ 4.986,14
294527;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.902,73;R$ 0,00;R$ 0,00;R$ 78,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.981,29;R$ 0,00;R$ 6.981,29
294608;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.633,98;R$ 0,00;R$ 0,00;R$ 555,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.189,40;R$ 0,00;R$ 7.189,40
294624;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.559,65;R$ 0,00;R$ 0,00;R$ 655,06;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.214,71;R$ 0,00;R$ 6.214,71
294632;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.741,18;R$ 0,00;R$ 0,00;R$ 212,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.954,14;R$ 0,00;R$ 5.954,14
294667;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 484,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9,28;R$ 0,00;R$ 0,00;R$ 5.618,81;R$ 0,00;R$ 5.618,81
294683;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,69;R$ 0,00;R$ 0,00;R$ 281,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 203,04;R$ 0,00;R$ 0,00;R$ 5.493,64;R$ 0,00;R$ 5.493,64
294691;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 13.548,01;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.548,01;R$ 0,00;R$ 13.548,01
294713;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.020,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.020,99;R$ 0,00;R$ 5.020,99
294772;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.741,18;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.846,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.588,11;R$ 0,00;R$ 7.588,11
294780;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.741,18;R$ 0,00;R$ 0,00;R$ 481,26;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.222,44;R$ 0,00;R$ 6.222,44
294810;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 550,02;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.558,72;R$ 0,00;R$ 5.558,72
294861;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 337,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 307,06;R$ 0,00;R$ 0,00;R$ 5.652,85;R$ 0,00;R$ 5.652,85
295094;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.062,92;R$ 0,00;R$ 0,00;R$ 345,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 363,68;R$ 0,00;R$ 0,00;R$ 6.772,53;R$ 0,00;R$ 6.772,53
295841;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 15.176,58;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.176,58;R$ 0,00;R$ 15.176,58
340090;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.607,01;R$ 0,00;R$ 0,00;R$ 150,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 116,02;R$ 0,00;R$ 0,00;R$ 5.873,54;R$ 0,00;R$ 5.873,54
340375;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 164,43;R$ 0,00;R$ 0,00;R$ 5.173,13;R$ 0,00;R$ 5.173,13
340723;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.810,21;R$ 0,00;R$ 0,00;R$ 275,95;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 288,08;R$ 0,00;R$ 0,00;R$ 6.374,24;R$ 0,00;R$ 6.374,24
343250;Cooperação nos Assuntos de Segurança Pública;K0851;COORD. PREVENCAO COR. INF. FUNC. DISCIP.;91961 - GUARDA MUNICIPAL;R$ 11.901,30;R$ 0,00;R$ 0,00;R$ 2.908,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 14.809,64;R$ 0,00;R$ 14.809,64
343269;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91957 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 834,78;R$ 0,00;R$ 2.504,35;R$ 8.347,83;R$ 0,00;R$ 8.347,83
343277;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.062,92;R$ 0,00;R$ 0,00;R$ 2.638,27;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.010,49;R$ 0,00;R$ 3.031,46;R$ 12.743,14;R$ 0,00;R$ 12.743,14
343315;Cooperação nos Assuntos de Segurança Pública;K0520;DEPTO. ADMINISTRATIVO                   ;91958 - GUARDA MUNICIPAL;R$ 8.377,83;R$ 0,00;R$ 0,00;R$ 684,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.062,20;R$ 0,00;R$ 9.062,20
343382;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91957 - GUARDA MUNICIPAL;R$ 4.940,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.940,96;R$ 0,00;R$ 4.940,96
343404;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;91959 - GUARDA MUNICIPAL;R$ 6.589,27;R$ 0,00;R$ 0,00;R$ 1.985,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.574,67;R$ 0,00;R$ 8.574,67
343412;Cooperação nos Assuntos de Segurança Pública;K0820;SUPERINTENDENCIA DE INTELIGENCIA        ;91961 - GUARDA MUNICIPAL;R$ 7.736,88;R$ 1.001,35;R$ 250,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.988,57;R$ 0,00;R$ 8.988,57
343420;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91956 - GUARDA MUNICIPAL;R$ 4.453,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.484,40;R$ 0,00;R$ 2.226,60;R$ 8.164,19;R$ 0,00;R$ 8.164,19
343439;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.940,97;R$ 0,00;R$ 0,00;R$ 225,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 94,33;R$ 0,00;R$ 0,00;R$ 5.261,07;R$ 0,00;R$ 5.261,07
343447;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 1.212,59;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.669,57;R$ 0,00;R$ 2.504,35;R$ 10.395,21;R$ 0,00;R$ 10.395,21
343455;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.607,01;R$ 0,00;R$ 0,00;R$ 221,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 312,96;R$ 0,00;R$ 0,00;R$ 6.141,36;R$ 0,00;R$ 6.141,36
343463;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 582,42;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.707,95;R$ 0,00;R$ 5.707,95
343471;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91956 - GUARDA MUNICIPAL;R$ 4.484,29;R$ 0,00;R$ 0,00;R$ 1.181,21;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.665,50;R$ 0,00;R$ 5.665,50
343510;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.125,53;R$ 0,00;R$ 5.125,53
343560;Cooperação nos Assuntos de Segurança Pública;K0520;DEPTO. ADMINISTRATIVO                   ;91958 - GUARDA MUNICIPAL;R$ 7.355,04;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.355,04;R$ 0,00;R$ 7.355,04
343579;Cooperação nos Assuntos de Segurança Pública;K0520;DEPTO. ADMINISTRATIVO                   ;91960 - GUARDA MUNICIPAL;R$ 7.587,99;R$ 0,00;R$ 0,00;R$ 2.050,96;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.638,95;R$ 0,00;R$ 9.638,95
343587;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;91957 - GUARDA MUNICIPAL;R$ 6.261,37;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 727,79;R$ 0,00;R$ 0,00;R$ 6.989,16;R$ 0,00;R$ 6.989,16
343609;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 795,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.804,55;R$ 0,00;R$ 5.804,55
343633;Cooperação nos Assuntos de Segurança Pública;K0705;DIVISAO ADMINISTRATIVA                  ;91961 - GUARDA MUNICIPAL;R$ 6.981,66;R$ 0,00;R$ 0,00;R$ 713,73;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.695,39;R$ 0,00;R$ 7.695,39
343650;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91959 - GUARDA MUNICIPAL;R$ 11.002,14;R$ 0,00;R$ 0,00;R$ 1.936,93;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12.939,07;R$ 0,00;R$ 12.939,07
343676;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 232,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.357,53;R$ 0,00;R$ 5.357,53
343692;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 284,46;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.259,29;R$ 0,00;R$ 5.259,29
343706;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91957 - GUARDA MUNICIPAL;R$ 5.125,55;R$ 0,00;R$ 0,00;R$ 769,56;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.895,11;R$ 0,00;R$ 5.895,11
343749;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 5.883,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.883,20;R$ 196,11;R$ 5.687,09
343781;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91959 - GUARDA MUNICIPAL;R$ 5.923,42;R$ 0,00;R$ 0,00;R$ 586,52;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.509,94;R$ 0,00;R$ 6.509,94
343811;Cooperação nos Assuntos de Segurança Pública;K0520;DEPTO. ADMINISTRATIVO                   ;91962 - GUARDA MUNICIPAL;R$ 7.786,17;R$ 0,00;R$ 0,00;R$ 2.600,41;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.595,39;R$ 0,00;R$ 3.893,09;R$ 16.875,06;R$ 0,00;R$ 16.875,06
343820;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91957 - GUARDA MUNICIPAL;R$ 5.125,55;R$ 0,00;R$ 0,00;R$ 367,84;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.493,39;R$ 0,00;R$ 5.493,39
343838;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;91957 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 464,24;R$ 0,00;R$ 0,00;R$ 5.589,77;R$ 0,00;R$ 5.589,77
343854;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91956 - GUARDA MUNICIPAL;R$ 4.546,45;R$ 0,00;R$ 0,00;R$ 915,66;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.462,11;R$ 0,00;R$ 5.462,11
343862;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91957 - GUARDA MUNICIPAL;R$ 5.930,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.930,05;R$ 0,00;R$ 5.930,05
343870;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 94,07;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 107,39;R$ 0,00;R$ 0,00;R$ 5.176,29;R$ 0,00;R$ 5.176,29
343889;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 816,34;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.941,87;R$ 0,00;R$ 5.941,87
343897;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.125,53;R$ 0,00;R$ 5.125,53
343943;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.708,61;R$ 0,00;R$ 0,00;R$ 1.170,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.878,72;R$ 0,00;R$ 6.878,72
343951;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 1.905,99;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.031,52;R$ 0,00;R$ 7.031,52
343960;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.873,23;R$ 0,00;R$ 0,00;R$ 855,13;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.728,36;R$ 0,00;R$ 5.728,36
343978;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 357,48;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.366,18;R$ 0,00;R$ 5.366,18
343986;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 5.923,43;R$ 0,00;R$ 0,00;R$ 1.991,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 436,33;R$ 0,00;R$ 0,00;R$ 8.351,68;R$ 0,00;R$ 8.351,68
343994;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91962 - GUARDA MUNICIPAL;R$ 6.819,91;R$ 1.208,80;R$ 302,20;R$ 3.021,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.352,81;R$ 0,00;R$ 11.352,81
344010;Cooperação nos Assuntos de Segurança Pública;K0001;GABINETE DO SECRETARIO                  ;94130 - TECNICO PATOLOGIA CLINICA;R$ 6.838,14;R$ 6.580,92;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.419,06;R$ 0,00;R$ 13.419,06
344028;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.974,83;R$ 0,00;R$ 4.974,83
344052;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.674,74;R$ 0,00;R$ 0,00;R$ 955,45;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.224,91;R$ 0,00;R$ 3.337,37;R$ 13.192,47;R$ 0,00;R$ 13.192,47
344109;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91956 - GUARDA MUNICIPAL;R$ 4.297,75;R$ 0,00;R$ 0,00;R$ 159,76;R$ 0,00;R$ 0,00;R$ 0,00;R$ 93,26;R$ 716,29;R$ 0,00;R$ 2.148,87;R$ 7.415,93;R$ 0,00;R$ 7.415,93
344133;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 56,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.031,27;R$ 0,00;R$ 5.031,27
344141;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91962 - GUARDA MUNICIPAL;R$ 6.819,91;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.819,91;R$ 0,00;R$ 6.819,91
344150;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 182,19;R$ 0,00;R$ 0,00;R$ 0,00;R$ 278,16;R$ 173,39;R$ 0,00;R$ 0,00;R$ 5.642,44;R$ 0,00;R$ 5.642,44
344168;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,71;R$ 0,00;R$ 0,00;R$ 395,11;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.403,82;R$ 0,00;R$ 5.403,82
344206;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.125,53;R$ 0,00;R$ 0,00;R$ 58,08;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.183,61;R$ 0,00;R$ 5.183,61
344222;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 150,51;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 102,11;R$ 0,00;R$ 0,00;R$ 5.227,45;R$ 0,00;R$ 5.227,45
344249;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 4.974,83;R$ 0,00;R$ 0,00;R$ 319,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.294,68;R$ 0,00;R$ 5.294,68
344257;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91962 - GUARDA MUNICIPAL;R$ 6.819,91;R$ 0,00;R$ 0,00;R$ 2.590,54;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.136,65;R$ 0,00;R$ 3.409,95;R$ 13.957,05;R$ 0,00;R$ 13.957,05
344265;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91960 - GUARDA MUNICIPAL;R$ 6.794,82;R$ 0,00;R$ 0,00;R$ 553,38;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.348,20;R$ 0,00;R$ 7.348,20
344303;Cooperação nos Assuntos de Segurança Pública;K0506;COORD. SET. GESTAO DE DESENV. PROJETOS  ;91958 - GUARDA MUNICIPAL;R$ 5.008,70;R$ 0,00;R$ 0,00;R$ 622,44;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.631,14;R$ 0,00;R$ 5.631,14
